old_field_name,semantic_field_name,field_type,pages_0_indexed,rect_first_occurrence
f2_14[0],line25_fifteen_percent_threshold,text,"1","[504.000, 348.001, 576.000, 360.000]"
f2_15[0],line26_amount_from_line21,text,"1","[504.000, 312.001, 576.000, 324.000]"
f2_16[0],line27_qdcgtw_or_sdtw_amount,text,"1","[504.000, 264.002, 576.000, 276.001]"
f2_17[0],line28_line26_plus_line27,text,"1","[504.000, 252.000, 576.000, 263.999]"
f2_18[0],line29_line25_minus_line28,text,"1","[504.000, 240.001, 576.000, 252.000]"
f2_19[0],line30_smaller_of_line24_or_line29,text,"1","[504.000, 228.002, 576.000, 240.001]"
f2_20[0],line31_fifteen_percent_tax,text,"1","[504.000, 216.000, 576.000, 227.999]"
f2_21[0],line32_line23_plus_line30,text,"1","[504.000, 204.001, 576.000, 216.000]"
f2_22[0],line33_line22_minus_line32,text,"1","[504.000, 180.000, 576.000, 191.999]"
f2_23[0],line34_twenty_percent_tax,text,"1","[504.000, 168.001, 576.000, 180.000]"
f2_24[0],line35_line17_plus_line32_plus_line33,text,"1","[504.000, 144.000, 576.000, 155.999]"
f2_25[0],line36_line12_minus_line35,text,"1","[504.000, 132.001, 576.000, 144.000]"
f2_26[0],line37_twentyfive_percent_tax,text,"1","[504.000, 120.002, 576.000, 132.001]"
f2_27[0],line38_add_lines18_31_34_37,text,"1","[504.000, 108.000, 576.000, 119.999]"
f2_28[0],line39_tax_on_line12,text,"1","[504.000, 84.002, 576.000, 96.001]"
f2_29[0],line40_smaller_of_line38_or_line39,text,"1","[504.000, 60.001, 576.000, 72.000]"
